fioriId,all_text,pre_label,Label
ME52N,Change Purchase Requisition - deprecated This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Purchaser : Ensures that demands of materials and services are fulfilled by creating and monitoring purchase orders. Purchase Requisitions deprecated Change Purchase Requisition - deprecated,1,1
CU41,"Create Configuration Profile You define different settings in configuration profiles for materials than for other configurable objects. You use the configuration profile to assign the configurable object to one or more variant classes. This links the object to the characteristics of the class for configuration. Note Note that the class is then assigned to the configurable object, not the profile. The profile only allows you to go to classification. You can define settings that affect the display options and scope of characteristics on the value assignment screen. You define these settings for each object, and they apply to the object wherever it is used. However, you can overwrite these settings for your user in the configuration editor. You can use an interface design to group characteristics together and define a sequence on the value assignment screen. You need to assign a name to an interface design to enable further maintenance in the configuration simulation. You can use the configuration profile to assign dependencies to a configurable object. You can only assign dependency nets to a configuration profile. If you assign actions and procedures to the configuration profile, you can manage them more easily because they are all in one place. For materials, you must also maintain configuration parameters for BOM explosion. Depending on the configuration parameters you set, other fields in the configuration profile are hidden or shown. You determine the status of the configurable object. You can also define settings for the status in Customizing. In Customizing, choose Configuration Profile &nbsp;&nbsp;Configurable Objects &nbsp;&nbsp;Material &nbsp;&nbsp;Maintain Status. You maintain configuration profiles for configurable objects to define central settings for configuring the object. You can create several configuration profiles with different settings for an object. If an object has several configuration profiles, you must select a profile during configuration. You can only make changes to a configuration with the profile that you first used to configure the object. Administrator - Recipe Development : Performs special, rarely occuring maintenance tasks related to Recipe Development, like Pure Substances, Allergens etc. and ensures consistency of the database. Product Configuration Modeler : Creates and maintains product configuration models, including the creation of classes and characteristics, setting up object dependencies and configuration profiles. Validates the models by simulating different configurations and solves issues. Development Manager - Discrete Industries: (is an add-on role to the Development Manager) Manages a team of design enegineers and analyzes changes and their impact in line with given targets. BOM Engineer : Creates bills of material and consistent overall product model, drives changes across organizations, and is responsible for the change process until handover to manufacturing. Is typically a member of the R&D group of the company. Master Data Specialist - Product Data : Maintains Product master data. BOM Engineer - Customer Order : Maintains bills of material and component configurations for customer orders. Aligns with the sales and product engineering teams until the handover to manufacturing. Master Data Steward - Product Data : Performs special maintenance tasks and takes care of the administration of Product master data. Is also responsible for the quality of the Product master data. Master Data Specialist - Raw Substance Data : Maintains Raw Substances for Recipe Development and ensures consistency of the Raw Substance database. Development Manager - Process Industry : Manages a team of formula developers and analyzes changes and their impact in line with given targets. Systems Engineer : Is responsible for the development of mechatronic products. Translates the customer’s needs into measurable requirements and ensures the delivery against them. Defines structural, functional, and logical models of the product. Variant Configuration BOM Engineer| Product Configuration Modeler Create Configuration Profile",0,0
FD10N,Display Customer Balances This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Financial Accounting Display Customer Balances,1,1
REISRSOBJ,Reservation Object - Information System This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Information System Information System Reservation Object - Information System,1,1
VMP_LAUNCH,This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Production Engineer - Discrete Manufacturing (Complex Assembly) : Defines certifications required to work in a work center or process a certain material making sure only certified production operators perform critical production operations. Production Engineer - Discrete Manufacturing (Manufacturing Engineering) : Translates engineering BOMs into manufacturing BOMs and creates detailed shop floor routings. Visual Manufacturing Planner Production Engineer - Discrete Manufacturing (CAM)| Production Engineer - Discrete Manufacturing (EME) Launch VMP,1,1
ME58,"Create Purchase Order via Purchase Requisition Assignment List The system offers you the following functions: Assign purchase requisitions This involves assigning sources of supply to individual requisition items Further processing of purchase requisitions via the assignment list This involves the manual creation of purchase orders or delivery schedule lines from a list of requisitions with assigned sources Assign + process purchase requisitions This involves assigning sources to listed purchase requisitions and creating RFQs, POs, and delivery schedule lines. (This function is a combination of ""Assign Purchase Requisitions"" and ""Further Processing of Purchase Requisitions via the Assignment List"".) You can also change order quantities and delivery dates.) Create purchase orders from requisitions automatically This involves having the system generate POs automatically from a list of purchase requisitions with assigned sources (see Automatic Generation of POs from Requisitions .) Assignment and Further Processing of Requisitions: Options The assignment of sources to and further processing of purchase requisitions are two distinct functions. You can choose whether you wish to perform the functions in two separate steps or in just one. In two separate steps: If the two functions are to be performed in separate steps (by two different individuals, for example), use the following menu paths: Requisition → Follow-on functions → Assign (for the first step) See Assigning Purchase Requisitions to Sources Requisition → Follow-on functions → Create purchase order → Via assignment list (for the second step) See Creating POs, Delivery Schedule Lines, and RFQs from Requisitions In a single step:If you wish to perform both functions in a single step, choose Requisition → Follow-on functions → Assign + process. See Assigning Sources to Purchase Requisitions See Creating POs, Delivery Schedule Lines, and RFQs from Requisitions This section explains the functions provided by the SAP System for converting requisitions into external purchasing documents (purchase orders, contract release orders, scheduling agreement delivery schedules, RFQs), and the processing options thereby available to you: Assigning means defining the desired source for each purchase requisition item Further processing involves generating lists of requisitions that have been assigned or flagged as outlined above, and the subsequent creation of RFQs, purchase orders, or lines of delivery schedules under scheduling agreements. Purchaser : Ensures that demands of materials and services are fulfilled by creating and monitoring purchase orders. Purchasing Purchaser Create Purchase Order via Purchase Requisition Assignment List",1,1
F4758,"Manage Summary Reports - Incident Management Generate report forms for incidents, injuries, and illnesses in order to fulfill legal, regulatory, or company-specific reporting requirements. Search for and display generated incident summary reports that you want to make available internally in your company or submit to authorities, such as the Occupational Safety and Health Administration (OSHA) in the United States. With this app, you can generate incident summary reports that are necessary to fulfill legal, regulatory, or company-specific reporting requirements. You can also get an overview of already generated incident summary reports. Industrial Hygienist : Ensures that work areas are compliant with health and safety standards and that workers, community, and the environment are protected from potential threats arising from chemical usage. Incident Management Industrial Hygienist Incident Management Manage Incident Summary Reports",1,1
IDCNPLFWD,"P&L Account Closing Posting - China In China, companies are required to carry forward the monthly balance of profit and loss (P&amp;L) accounts to the retained earnings account. You use this report to select the P&amp;L accounts, and then the system accumulates the carried forward balances for each account listed on the P&amp;L statement on a monthly basis When the monthly carryforward is made, the balances of P&amp;L accounts are always zero. For more information, see G/L Account Balances. To access this report, on the SAP Easy Access screen, choose Accounting&nbsp;&nbsp;Financial Accounting&nbsp;&nbsp;General Ledger&nbsp;&nbsp;Periodic Processing&nbsp;&nbsp;Closing&nbsp;&nbsp;Opening / Closing Entries&nbsp;&nbsp;China&nbsp;&nbsp;P&amp;L Carry Forward. General Ledger Accountant for China: (is an add-on role to the General Ledger Accountant) Carries out daily activities in general ledger, for example by recording transactions and making adjustment postings, and prepares financial statements. China General Ledger Accountant for China China P&L Account Closing Posting - China",0,0
RECALD,Delete Logs This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Flexible Real Estate Management Delete Logs,1,1
FKK_EBS_ARC,"Link Documents with External Bills You can use SAP ArchiveLink to link FI-CA documents to the original invoices created in the EBS. This provides the relevant accounting clerks with direct access to the invoice sent to the customer without having to call it up in a different system. In this way, the information regarding a given customer is available in integrated form, enabling the clerk to provide customers with optimum information and advice. unknown Contract Accounts Receivable and Payable Link Documents with External Bills",1,1
WKA02,Display Document Flow - Netherlands This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Accounts Payable Accountant for Netherlands: (is an add-on role to the Accounts Payable Accountant) Carries out the most important functions in accounts payable accounting with a special focus on creation and execution. Accounts Payable Accountant - Procurement : Carries out the most important functions in accounts payable accounting with a special focus on supplier invoice processing. Accounts Payable Accountant - Procurement for Netherlands: (is an add-on role to the Accounts Payable Accountant - Procurement) Carries out the most important functions in accounts payable accounting with a special focus on supplier invoice processing. Netherlands Accounts Payable Accountant - Procurement for Netherlands Netherlands Display Document Flow - Netherlands,1,1
_CPD_PWS_COST_STATUS_RPT_APPL (_CPD_PWS_COST_STATUS_RPT),"This app is a Web Dynpro for ABAP application. These classic applications are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Project Manager (Commercial Project Management) : Manages execution of commercial projects ensuring scope, time, budget & client satisfaction. Commercial Project Management - Project Workspace Project Manager (CPM) Hierarchical Cost Status",1,1
F3251,"Export Master Data - BP Relationships, Export Master Data - Business Partners, Export Master Data - Products The following business objects are supported: Business Partner Business Partner Relationship Product The Export Master Data app enables you to export a selection of master data to a local file. This file can be used for Mass Maintenance and for Mass Processing of Master Data. Master Data Steward - Product Data : Performs special maintenance tasks and takes care of the administration of Product master data. Is also responsible for the quality of the Product master data. Master Data Specialist - Product Data : Maintains Product master data. Fiori UI for Consolidation & Mass Processing Master Data Specialist - Business Partner Data| Master Data Specialist - Product Data| Master Data Steward - Product Data| Master Data Steward - Business Partner Data BP Relationships,Business Partners,Products Export Master Data",0,0
QA16,Record Collective Usage Decisions - Accepted Inspection Lots This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Quality Engineer : Supports the quality manager in making sure that the company’s quality and safety compliance goals are met. Makes usage decisions. Performs statistical analyses of test results. Coordinates activities within QM. Inspection Lot Completion Quality Engineer Accepted Inspection Lots Record Collective Usage Decisions - Accepted Inspection Lots,1,1
_PF1_EH_WEB,"Exception Handling This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Payment Specialist : Is responsible for repairing erroneous payments, creating payments manually and investigations on existing payments on the status and its history in case a subsidiary or other internal customers trigger such requests. Payment Factory Payment Specialist| Payment Specialist Exception Handling",1,1
WRLS,"Reverse Supplier Settlement List You can cancel the following settlement management documents: Supplier settlement listsFor more information, see Cancel a Supplier Settlement List. Settlement documentsSupplier billing documentsCustomer settlementsCustomer settlement listsExpense settlementsSettlement document lists When you cancel these settlement management documents, it is important to note what happens in the following cases: Settlement document, supplier settlement list, supplier billing document, customer settlement, expense settlement, customer settlement list Case 1: The document to be canceled has not yet been transferred to Financial Accounting (posted).If you cancel the document, a reversal document is created. The original document and the reversal document have status E (document completed upon cancellation) meaning that no follow-on documents can be generated for either document type (settlement document lists and accounting documents). Case 2: The document to be canceled has already been transferred to Financial Accounting. No settlement document list has yet been created for the document.When you cancel the document, a reversal document is created. This is automatically posted to Financial Accounting. The system takes neither the reversal document nor the original document into consideration when creating settlement document lists. Case 3: The document to be canceled has already been transferred to Financial Accounting. A settlement document list has already been created from the document.When you cancel the document, a reversal document and a settlement document list for the reversal document are created. When canceling document lists (customer settlement lists, settlement document lists), the system generates a reversal document list, by copying the document list, changing the settlement document type in the document header (for example, invoice in credit memo), and flagging the items with reversed credit/debit indicators. Furthermore, the system resets the status of the preceding documents when customer settlements or customer settlement lists are canceled, so that the documents are available again for creation of corresponding follow-on documents. For settlement documents and supplier settlement lists you can cancel both sides (supplier and customer) or just one side (supplier or customer). When you post a reversal document for a settlement document, only the lines for the active partner are created. During the statistics update, only the values for the active partner are updated in the reversal document. For a one-sided cancellation, it is also possible to cancel the second partner in a second step. Settlement document list Case 1: The settlement document list has not yet been transferred to Financial Accounting (posted).When you save the document to be canceled, a reversal document is not created. The document to be canceled is not posted. Case 2: The document to be canceled has already been transferred to Financial Accounting.When you save the document to be canceled, a reversal document list document is created. This is automatically posted to Financial Accounting. Furthermore, the system initializes the remuneration list numbers in the preceding documents, so that they are available again for the creation of a settlement document list. Single documents in supplier settlement listsA single settlement request contained in a supplier settlement list can only be canceled if the supplier settlement list has already been transferred to Financial Accounting. When the single document is canceled, a reversal document and a settlement document list are created for the reversal document. This corrects the balance of the accounts. unknown Settlement Management Reverse Supplier Settlement List",1,1
_ACCGO_ACCRUAL_WC,Accrual Workcenter This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Settlement Clerk (Agricultural Contract Management) : Compiles and computes payment due and recoveries to be made for ACM. SAP Agricultural Contract Management Settlement Clerk (ACM) Accrual Workcenter,1,1
GJBA,Manage Balance Sheet Account for Splitting This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Joint Venture and Production Sharing Accounting Manage Balance Sheet Account for Splitting,1,1
S_ALR_87013569,"Project Revenues and Earnings - Incoming Orders/Balance, Project Revenues and Earnings - Project Revenue This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Accounting Incoming Orders/Balance,Project Revenue Project Revenues and Earnings - Incoming Orders/Balance, Project Revenues and Earnings - Project Revenue",1,1
F6840,"My Tasks The PF ID entry does not exist HR Specialist : Creates, organizes and maintains personnel data. HR Renewal (Personnel & Organization) HR Specialist My Tasks (HCM)",0,0
F6050,"Schedule Electronic BoE Jobs - China You can use the scheduling options to carry out the following periodic activities: Query Electronic BoE in Pending Acceptance Query Transaction Statuses of Electronic BoE Note This app contains in-app help for key fields and concepts. To display the help while working in the app, press F1 or click the question mark displayed in the app header. With this app, you can schedule jobs for querying electronic bills of exchange in pending acceptance and transaction statuses of electronic bills of exchange at a predefined frequency and timeline using the corresponding templates. Cash Management Specialist for China: (is an add-on role to the Cash Management Specialist) Executes cash transactions and centrally manages bank accounts with a wide range of attributes, including overdraft limit and signatories, utilizing approval process for opening or closing bank accounts, and the regular inventory/auditing process. China Cash Management Specialist for China China Schedule Electronic BoE Jobs - China",0,0
F3638,"Display Saved Open Item Lists Display the saved open item lists Display list items in a list Download a list as it is displayed into a local MS Excel Download a list as compiled by the Create Open Item List for Key Date app into a local CSV file Delete individual open item lists Note To prevent certain lists from being used, select the required list and choose Delete.To delete lists that are no longer required, use archiving object FI_MKKOPLS and data destruction object FI_MKKOPREP_DESTRUCTION. With this app, you can display open items for a key date and download the list to your local PC. You use the lists for reporting purposes and to explain balances in general ledger based on the detailed subledger data. Reconciliation Specialist - Accounts Payable and Receivable (FI-CA) : Is responsible for the reconciliation of Contract Accounts Receivable and Payable (FI-CA) with the General Ledger (FI-GL) and all reconciliation accounts and tax on sales and purchases Clearing accounts. Accounts Payable and Receivable Accountant (FI-CA) : Deals with payment and credit clarification of B2B and B2C customers and works off complex customer requests according account clarification. External Auditor - Accounts Payable and Receivable (FI-CA) : Reviews the accounts of organizations to ensure the accuracy and completeness of their financial records. Determines if the financial statements of an organization fulfill all required legal accounting policies, and procedures. Fiori UI for Contract Accounts Receivable and Payable Accounts Payable and Receivable Accountant (FI-CA)| Reconciliation Specialist - Accounts Payable and Receivable (FI-CA)| External Auditor - Accounts Payable and Receivable (FI-CA) Display Saved Open Item Lists",0,0
CG13,"Display Phrases See Phrase Management and Function Model for Phrase Management . Dangerous Goods Specialist : Monitors the activities of the organization that involve dangerous goods, prepares accident reports, and the annual dangerous goods report. Product Stewardship Specialist : Manages the day-to-day operations that help ensure compliance for chemical products. Maintains chemical compliance data and performs checks to ensure correctness and completeness. Product Safety Dangerous Goods Specialist| Product Stewardship Specialist Display Phrases",0,0
MRM_NAST_DISPLAY,Show NAST Messages This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Settlement Clerk - Freight Management : Manages the settlement of carrier and supplier invoices and takes care of dispute management. Generates freight settlement documents for freight orders and triggers invoice verification prior to settlement. Accounts Payable Accountant - Procurement : Carries out the most important functions in accounts payable accounting with a special focus on supplier invoice processing. Logistics Invoice Verification Accounts Payable Accountant - Procurement Show NAST Messages,1,1
OPSX,Check and Reset Budgeted Status - Projects This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Cost Planning in the WBS Projects Check and Reset Budgeted Status - Projects,1,1
EEDMSETTLUNIT01,"Create Settlement Unit Settlement units allow you to control, which points of delivery are selected for settlement. The result of a settlement consists of at least one result profile (with the consumption values per interval) being updated for each settlement unit within the settlement period. unknown Energy Data Management Create Settlement Unit",0,0
REAJATCHECK,Mass Check: Adjustment Measures This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Rent Adjustment Mass Check: Adjustment Measures,1,1
FKKINV_S,"Execute Invoicing - Business Partner This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Invoicing Specialist (Convergent Invoicing) : Is responsible for all customer questions regarding the invoicing process, such as checks and corrections of customer bills. Convergent Invoicing Invoicing Specialist (Convergent Invoicing) Business Partner Execute Invoicing - Business Partner",1,1
FM_REVALUATION_PO,"Revaluate Purchase Orders For purchase orders in Funds Management, the transaction currency may differ to the local currency. If the exchange rate between the transaction currency and the local currency has changed at the time of document reduction, you need to recalculate the open amounts. unknown Funds Management Revaluate Purchase Orders",0,0
F5763,"Postprocess Event-Based Postings - Overhead Calculation, Postprocess Event-Based Postings - Overhead Calculation Display event-based overhead errors for a given period Post event-based overheads after solving the errors Simulate processing of event-based overhead errors Display journal entries after successful reposting (Overhead Cost Accountant role) Navigate to the app Schedule Product Costing Jobs – Product Costing to process mass postings for multiple orders with the job template Postprocess Event-Based Postings - Overhead Calculation (Production Cost Accountant role) Navigate to the app Schedule Overhead Accounting Jobs to process mass postings for multiple orders with the job template Postprocess Event-Based Postings - Overhead Calculation (Overhead Cost Accountant role) As a Production Cost Accountant or Overhead Cost Accountant you use this app, for example, in the following situations: Errors occur during goods movement and confirmation processes The cost center is out of validity in the costing sheet Postings are blocked for the cost center With this app, you can review event-based overhead errors that need reprocessing. After you have fixed the errors, you can go back to the result list and simulate processing before reposting. The simulation runs for all ledgers of the same object. If the errors were fixed successfully, they will no longer be displayed in the list. Cost Accountant - Production : Ensures that costs are captured correctly in cost objects. Performs cost analysis, tracks variances to hold down costs. Identifies anomalies to ensure the cost of goods manufactured can be used to capitalize the inventories in the balance sheet. Cost Accountant - Overhead : Defines overhead master data and the period-end allocation cycle. Implements period-end allocation and monitors overhead costs. Reports expenses on the income statement in the period in which they are incurred. Fiori UI for Overhead Cost Controlling Cost Accountant - Production| Cost Accountant - Overhead Overhead Calculation,Overhead Calculation Postprocess Event-Based Postings - Overhead Calculation",0,0
F2328,Display Dunning History You can carry out the following tasks:See an overview of all customers who have been dunned View details of dunning notices at line item level Display dunning letters sent to customers You use this app to see an overview of dunned customers and view their individual dunning history. This app is intended for collection specialists whose main task is to contact customers to request payment of overdue receivables. Accounts Receivable Accountant : Carries out the most important functions in accounts receivable accounting with a special focus on creation and execution. Fiori UI for Accounts Receivable Accounts Receivable Accountant Display Dunning History,0,0
FARR_POB_CANCEL,"Cancel POBs - For Classic Contract Management Complete performance obligations after cancellation Revenue Accounting searches for canceled performance obligations. Usually these performance obligations have a finalization date and their statuses are set to In process. Then the system changes their statuses to Completed if the finalization date is earlier than the date when the search takes place. In the meantime, the cumulative amount and quantity for these performance obligations are adjusted according to the invoiced quantity and processed amount. Future cancellations If you specify a current or past finalization date, the cancellation is processed immediately. However, if you specify a future finalization date, you need to run program FARR_POB_CANCELLATION when the date comes. Therefore, we suggest that you run this program regularly if you have specified a future finalization date. Canceling time-based performance obligations For a time-based performance obligation, if the finalization date is in the past and the date is earlier than the start date, then the end date will be changed to the start date; if the date is later than the start date, then the finalization date will be set as the end date. if the finalization date is in the future and the finalization date is earlier than the end date, the end date will be set to the finalization date. At the same time, the deferral method of the time-based performance obligation will be set to method 1 Linear Distribution, Day-Specific, 365/366 Basis no matter what it was originally. Canceling linked performance obligations When a leading performance obligation is canceled, its linked performance obligation will also be canceled. Canceling a performance obligation in the pending review worklists Performance obligations with a Pending Reviewstatus go to the pending review worklists, either the worklist for regular monitoring, the worklist for contracts with errors, or the worklist for contracts with conflicts. When these performance obligations are canceled, the cancellation is not performed immediately. Even when they have been removed from the pending review worklists, the system does not automatically perform the cancellation. You need to run program FARR_POB_CANCELLATION manually. Changing the finalization date You can set or change the finalization date using method ORDER_DATA_TO_ARL of BAdI FARRIC_BADI_ORDER. Reversing a cancellation You can recover contracts that were canceled in the past. After you have reversed a cancellation in the operational system, Revenue Accounting removes the finalization date and changes the status of the performance obligations back to In process. The cumulative amount and quantity is also adjusted accordingly. After sales orders have been sent to Revenue Accounting and revenue accounting contracts have been created, you may need to cancel the contracts for certain reasons. As soon as the cancellation is performed in the sender components, a finalization date will be sent to Revenue Accounting as a sign to terminate the performance obligations. In the meantime, the operational document is locked with the Rejection status and is therefore canceled. In such a case, only processable fulfilled revenue accounting items and processable invoice revenue accounting items can be processed and sent to Revenue Accounting. Note The cancellation is performed at performance obligation level. Only after all performance obligations have been canceled can the revenue accounting contract be canceled. Example There is a sales order as follows: Contractual Price Invoiced Amount Recognized Amount Fulfillment (Percentage) Unbilled Receivable EUR 1,000 EUR 900 EUR 980 98% EUR 80 For some reasons, you decide to cancel this order, so you perform the cancellation in Sales and Distribution (SD) and SD sends a finalization date to Revenue Accounting. In Revenue Accounting, the contract is adjusted as follows: The contractual price is set to the invoiced amount. The invoiced amount is the total amount in billing, credit memo, and debit memo documents that are posted. The amounts in the documents with future posting dates are also included in the calculation. The fulfillment is set to 100%. The unbilled receivables amount is set to 0. Contractual Price Invoiced Amount Recognized Amount Fulfillment (Percentage) Unbilled Receivable Finalization Date EUR 900 EUR 900 EUR 900 100% EUR 0 The day you perform the cancellation. External Auditor : Reviews the accounts of organizations to ensure the accuracy and completeness of their financial records. Revenue Accountant : Displays and edits revenue contracts relevant information, check and reconcile postings for revenue contracts. Revenue Accounting External Auditor| Revenue Accountant For Classic Contract Management Cancel POBs - For Classic Contract Management",0,0
W0027,"Display Maintenance Item Depending on the role to which you are assigned, you can perform the following tasks: View general information such as the long text, the maintenance strategy, the maintenance plan and the technical object.View the planning data for the maintenance item, such as the planning plant and the order or notification type (for example, Maintenance Order if the call object to be generated is a maintenance order).View the location and account assignment information for the maintenance item.If the maintenance object is a linear asset, you can also view its linear data Display the maintenance item in the Asset Viewer.Display the maintenance plan to which the maintenance item is assigned.Display the technical object and the assigned task list.The task list specifies the individual work steps that must be executed, the spare parts and tools required for the job, as well as the required completion time. You can also display the technical object in the Asset Viewer. Open quickviews to access relevant information about the maintenance plan, the technical object and the assigned task list without having to navigate away from the screen you are working in. You can use this app to view the information stored in a maintenance item. A maintenance item describes which preventive maintenance tasks should take place regularly at a technical object or a group of technical objects. You can display maintenance items as a maintenance planner and as a maintenance technician. Maintenance Planner : Carries out preliminary costing, work scheduling, material provisioning, resource planning, and, if necessary, requests permits to ensure that maintenance activities can be performed most efficiently and safely. BP for Maintenance Worker Maintenance Planner Display Maintenance Item (Planner)",0,0
FBRC,"Reset Cleared Items - Payment Cards Reverse the posting of the payment card payment Reset the clearing of the payment card payment on the accounts receivable account Clear the payment card payment with the reversal payment on the accounts receivable account Can be used for payment card captures as well as refunds With this app, you can reverse the clearing of items with payment card data. You can reverse payment card payments that have already been settled but cannot be processed by the payment service provider or are returned by the card holder. Accounts Receivable Accountant : Carries out the most important functions in accounts receivable accounting with a special focus on creation and execution. Financial Accounting Accounts Receivable Accountant Payment Cards Reset Cleared Items - Payment Cards",0,0
FAGL_FC_TRANS,"Perform Currency Translation of Balances The account balances are translated from local currency into group currency. You can translate your account balances from local currency into group currency. The translation is performed in accordance with FASB 52 (US GAAP) or IAS. However, you can also perform the currency translation for other currency types. unknown Closing Operations / Period-End Perform Currency Translation of Balances",0,0
KB11N,"Enter Manual Cost Repostings As an alternative to the following classic SAP GUI apps you can use the Fiori app Reassign Costs and Revenues (F2009), which covers the same functionalities: Enter Manual Cost Repostings (KB11N) Display Manual Cost Repostings (KB13N) Reverse Manual Costs Repostings (KB14N) Enter Manual Revenue Repostings (KB41N) Display Manual Revenue Repostings (KB43N) Reverse Manual Revenue Repostings (KB44N) unknown Controlling Enter Manual Cost Repostings",0,0
TINCOV,"This app is a WebClient UI application. These classic applications are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Customer Service Manager (Customer Management) : Monitors and optimizes service processes, services planning, and coordinates services forces. Customer Service Representative (Customer Management) : Acts as a central contact for the customers service needs, handling customer service requests and communicating changes and adjustments. Creates and modifies service contracts, service orders and service confirmations. S4CRM: Service Order Display Service Request",1,1
